CHAMP_YEAR,DIVISION,EVENT,SEX,TIME_SECS_AVG,TIME_SECS_SCALED,TREAT,AFTER,TREAT_AFTER
2021,D2,800,Women,133.38130000000007,0.9894997429462298,1,True,1
2010,D3,100,Men,10.859800000000002,1.0,0,False,0
2011,D3,100,Men,10.845699999999999,0.9987016335475789,0,False,0
2012,D3,100,Men,10.784999999999995,0.9931122120112703,0,False,0
2013,D3,100,Men,10.8199,0.9963258991878302,0,False,0
2014,D3,100,Men,10.768000000000002,0.9915468056501963,0,False,0
2015,D3,100,Men,10.774200000000008,0.9921177185583534,0,False,0
2016,D3,100,Men,10.763500000000006,0.9911324333781473,0,False,0
2017,D3,100,Men,10.757400000000008,0.990570728742703,0,False,0
2018,D3,100,Men,10.756599999999999,0.9904970625610046,0,False,0
2019,D3,100,Men,10.731200000000003,0.988158161292105,0,False,0
2021,D3,100,Men,10.761100000000004,0.9909114348330542,0,True,0
2010,D3,100,Women,12.439000000000014,1.0,0,False,0
2011,D3,100,Women,12.389499999999984,0.9960205804325082,0,False,0
2012,D3,100,Women,12.277200000000002,0.9869925235147511,0,False,0
2013,D3,100,Women,12.310900000000002,0.9897017445132236,0,False,0
2014,D3,100,Women,12.257200000000006,0.9853846772248567,0,False,0
2015,D3,100,Women,12.235300000000004,0.9836240855374219,0,False,0
2016,D3,100,Women,12.237400000000013,0.9837929093978615,0,False,0
2017,D3,100,Women,12.191200000000014,0.9800787844682048,0,False,0
2018,D3,100,Women,12.246100000000004,0.9844923225339649,0,False,0
2019,D3,100,Women,12.281000000000008,0.9872980143098314,0,False,0
2021,D3,100,Women,12.2687,0.9863091888415457,0,True,0
2010,D3,10000,Men,1886.0548,1.0,1,False,0
2011,D3,10000,Men,1869.4372999999998,0.9911892803963066,1,False,0
2012,D3,10000,Men,1857.7547,0.9849950807367845,1,False,0
2013,D3,10000,Men,1864.2641999999996,0.9884464650762002,1,False,0
2014,D3,10000,Men,1866.9177000000009,0.9898533701141669,1,False,0
2015,D3,10000,Men,1879.1215,0.9963239138120483,1,False,0
2016,D3,10000,Men,1870.4581999999998,0.9917305690163403,1,False,0
2017,D3,10000,Men,1867.2487000000003,0.9900288687264021,1,False,0
2018,D3,10000,Men,1865.6498,0.9891811202940657,1,False,0
2019,D3,10000,Men,1860.2442999999998,0.9863150848002932,1,False,0
2021,D3,10000,Men,1875.0338999999994,0.9941566385027623,1,True,1
2010,D3,10000,Women,2255.1883,1.0,1,False,0
2011,D3,10000,Women,2246.786499999999,0.996274457436658,1,False,0
2012,D3,10000,Women,2243.9409000000005,0.9950126559276672,1,False,0
2013,D3,10000,Women,2234.0494000000003,0.990626547681185,1,False,0
2014,D3,10000,Women,2227.6261999999997,0.9877783597937254,1,False,0
2015,D3,10000,Women,2248.2050999999997,0.9969034958189522,1,False,0
2016,D3,10000,Women,2232.3399999999992,0.9898685621950059,1,False,0
2017,D3,10000,Women,2231.556999999999,0.9895213628059347,1,False,0
2018,D3,10000,Women,2236.2758999999996,0.9916138266591751,1,False,0
2019,D3,10000,Women,2237.7597000000005,0.9922717761527943,1,False,0
2021,D3,10000,Women,2268.868700000001,1.0060661896835847,1,True,1
2010,D3,100H,Women,15.179400000000005,1.0,0,False,0
2011,D3,100H,Women,14.950100000000003,0.9848940010804115,0,False,0
2012,D3,100H,Women,14.885299999999994,0.9806250576439114,0,False,0
2013,D3,100H,Women,14.892299999999995,0.9810862089410642,0,False,0
2014,D3,100H,Women,14.836000000000002,0.9773772349368222,0,False,0
2015,D3,100H,Women,14.8103,0.9756841508887041,0,False,0
2016,D3,100H,Women,14.801900000000005,0.9751307693321212,0,False,0
2017,D3,100H,Women,14.895500000000006,0.9812970209626205,0,False,0
2018,D3,100H,Women,14.841699999999998,0.9777527438502176,0,False,0
2019,D3,100H,Women,14.789299999999994,0.9743006969972455,0,False,0
2021,D3,100H,Women,14.908700000000001,0.9821666205515367,0,True,0
2010,D3,110H,Men,15.051199999999996,1.0,0,False,0
2011,D3,110H,Men,15.035699999999988,0.9989701817795253,0,False,0
2012,D3,110H,Men,14.966999999999993,0.9944057616668437,0,False,0
2013,D3,110H,Men,14.988600000000002,0.9958408631869888,0,False,0
2014,D3,110H,Men,14.933900000000005,0.9922066014669932,0,False,0
2015,D3,110H,Men,14.913700000000008,0.9908645157861175,0,False,0
2016,D3,110H,Men,14.8748,0.9882800042521529,0,False,0
2017,D3,110H,Men,14.923999999999992,0.9915488466035928,0,False,0
2018,D3,110H,Men,14.89260000000001,0.9894626342085691,0,False,0
2019,D3,110H,Men,14.902000000000005,0.9900871691293723,0,False,0
2021,D3,110H,Men,14.94710000000001,0.9930836079515264,0,True,0
2010,D3,1500,Men,235.04969999999997,1.0,1,False,0
2011,D3,1500,Men,234.1361999999999,0.9961135878922625,1,False,0
2012,D3,1500,Men,233.91729999999993,0.9951822954889964,1,False,0
2013,D3,1500,Men,233.92230000000004,0.9952035675859193,1,False,0
2014,D3,1500,Men,233.59300000000022,0.9938025872826055,1,False,0
2015,D3,1500,Men,233.44240000000005,0.9931618717232997,1,False,0
2016,D3,1500,Men,233.319,0.9926368763712526,1,False,0
2017,D3,1500,Men,233.7344,0.9944041621835723,1,False,0
2018,D3,1500,Men,234.04019999999997,0.9957051636313512,1,False,0
2019,D3,1500,Men,234.16539999999998,0.99623781693829,1,False,0
2021,D3,1500,Men,233.737,0.9944152236739721,1,True,1
2010,D3,1500,Women,279.7069,1.0,1,False,0
2011,D3,1500,Women,279.6779000000001,0.9998963200407286,1,False,0
2012,D3,1500,Women,278.3787,0.9952514578653582,1,False,0
2013,D3,1500,Women,277.4844,0.9920541824316811,1,False,0
2014,D3,1500,Women,277.6685,0.9927123714145056,1,False,0
2015,D3,1500,Women,277.10639999999984,0.9907027677901397,1,False,0
2016,D3,1500,Women,276.2533000000001,0.9876527894020493,1,False,0
2017,D3,1500,Women,277.7393,0.9929654935219688,1,False,0
2018,D3,1500,Women,276.3472000000001,0.9879884979598289,1,False,0
2019,D3,1500,Women,279.0091999999999,0.9975056031867641,1,False,0
2021,D3,1500,Women,281.19199999999984,1.0053094864660108,1,True,1
2010,D3,200,Men,21.931800000000003,1.0,0,False,0
2011,D3,200,Men,21.951399999999992,1.0008936794973504,0,False,0
2012,D3,200,Men,21.766400000000008,0.9924584393437842,0,False,0
2013,D3,200,Men,21.89179999999999,0.99817616429112,0,False,0
2014,D3,200,Men,21.80919999999999,0.9944099435522842,0,False,0
2015,D3,200,Men,21.765500000000007,0.9924174030403343,0,False,0
2016,D3,200,Men,21.7318,0.9908808214556032,0,False,0
2017,D3,200,Men,21.674400000000002,0.9882636172133614,0,False,0
2018,D3,200,Men,21.729500000000016,0.9907759509023433,0,False,0
2019,D3,200,Men,21.6938,0.9891481775321678,0,False,0
2021,D3,200,Men,21.7892,0.9934980256978451,0,True,0
2010,D3,200,Women,25.474099999999993,1.0,0,False,0
2011,D3,200,Women,25.416299999999996,0.9977310287703983,0,False,0
2012,D3,200,Women,25.15520000000002,0.9874814026795854,0,False,0
2013,D3,200,Women,25.272199999999984,0.9920743029194354,0,False,0
2014,D3,200,Women,25.168599999999998,0.9880074271514991,0,False,0
2015,D3,200,Women,25.12930000000001,0.9864646837376009,0,False,0
2016,D3,200,Women,25.1175,0.9860014681578547,0,False,0
2017,D3,200,Women,25.035299999999985,0.9827746613226764,0,False,0
2018,D3,200,Women,25.122700000000012,0.9862055970574042,0,False,0
2019,D3,200,Women,25.233300000000007,0.9905472617285798,0,False,0
2021,D3,200,Women,25.195499999999996,0.9890634016510889,0,True,0
2010,D3,3000S,Men,566.1124999999998,1.0,1,False,0
2011,D3,3000S,Men,564.209,0.9966375941177771,1,False,0
2012,D3,3000S,Men,560.0349000000001,0.9892643246704502,1,False,0
2013,D3,3000S,Men,563.8397999999999,0.9959854269248604,1,False,0
2014,D3,3000S,Men,565.6515000000002,0.99918567422553,1,False,0
2015,D3,3000S,Men,565.6449999999999,0.9991741924087527,1,False,0
2016,D3,3000S,Men,563.7891,0.9958958687540023,1,False,0
2017,D3,3000S,Men,564.9722000000002,0.9979857360506972,1,False,0
2018,D3,3000S,Men,562.3818000000002,0.9934099671001795,1,False,0
2019,D3,3000S,Men,563.2209000000001,0.994892181324384,1,False,0
2021,D3,3000S,Men,571.2057999999998,1.0089969749828878,1,True,1
2010,D3,3000S,Women,678.1756999999994,1.0,1,False,0
2011,D3,3000S,Women,674.2075,0.994148713968962,1,False,0
2012,D3,3000S,Women,673.5230999999999,0.9931395359639109,1,False,0
2013,D3,3000S,Women,678.4987999999996,1.0004764252095735,1,False,0
2014,D3,3000S,Women,673.7502000000001,0.9934744049366567,1,False,0
2015,D3,3000S,Women,675.9687999999998,0.9967458285515101,1,False,0
2016,D3,3000S,Women,672.9188,0.9922484689439633,1,False,0
2017,D3,3000S,Women,672.9343000000002,0.9922713243780348,1,False,0
2018,D3,3000S,Women,671.4893000000002,0.9901406081049509,1,False,0
2019,D3,3000S,Women,677.5485000000001,0.9990751659193933,1,False,0
2021,D3,3000S,Women,688.0873000000001,1.014615091634809,1,True,1
2010,D3,400,Men,48.853200000000015,1.0,0,False,0
2011,D3,400,Men,48.70550000000001,0.9969766565956784,0,False,0
2012,D3,400,Men,48.614599999999975,0.9951159801200322,0,False,0
2013,D3,400,Men,48.61479999999999,0.9951200740176687,0,False,0
2014,D3,400,Men,48.69090000000002,0.9966778020682372,0,False,0
2015,D3,400,Men,48.553200000000004,0.9938591535457245,0,False,0
2016,D3,400,Men,48.4338,0.9914150966569228,0,False,0
2017,D3,400,Men,48.49860000000002,0.9927415194910467,0,False,0
2018,D3,400,Men,48.547399999999996,0.9937404305142751,0,False,0
2019,D3,400,Men,48.62200000000001,0.9952674543325717,0,False,0
2021,D3,400,Men,48.821799999999996,0.9993572580711187,0,True,0
2010,D3,400,Women,57.7692,1.0,0,False,0
2011,D3,400,Women,57.69320000000002,0.9986844200715956,0,False,0
2012,D3,400,Women,57.5102,0.9955166420860944,0,False,0
2013,D3,400,Women,57.68099999999997,0.9984732348725613,0,False,0
2014,D3,400,Women,57.30539999999999,0.9919715003842877,0,False,0
2015,D3,400,Women,57.031800000000004,0.9872354126420309,0,False,0
2016,D3,400,Women,57.03729999999999,0.9873306190842177,0,False,0
2017,D3,400,Women,57.18639999999999,0.9899115791806014,0,False,0
2018,D3,400,Women,57.517399999999995,0.9956412759740484,0,False,0
2019,D3,400,Women,57.46879999999998,0.9947999972303577,0,False,0
2021,D3,400,Women,57.93439999999999,1.0028596553180587,0,True,0
2010,D3,400H,Men,54.6866,1.0,0,False,0
2011,D3,400H,Men,54.54300000000001,0.9973741282142246,0,False,0
2012,D3,400H,Men,54.42530000000001,0.9952218642226799,0,False,0
2013,D3,400H,Men,54.35970000000001,0.994022301624164,0,False,0
2014,D3,400H,Men,54.44569999999999,0.9955948989331936,0,False,0
2015,D3,400H,Men,54.327300000000015,0.9934298347309948,0,False,0
2016,D3,400H,Men,54.379799999999996,0.9943898505301115,0,False,0
2017,D3,400H,Men,54.40070000000001,0.9947720282482365,0,False,0
2018,D3,400H,Men,54.31699999999998,0.9932414887742149,0,False,0
2019,D3,400H,Men,54.53889999999998,0.9972991555518167,0,False,0
2021,D3,400H,Men,55.13890000000001,1.0082707646845848,0,True,0
2010,D3,400H,Women,64.5991,1.0,0,False,0
2011,D3,400H,Women,64.22479999999997,0.9942058016288148,0,False,0
2012,D3,400H,Women,64.02829999999999,0.9911639635846317,0,False,0
2013,D3,400H,Women,63.878100000000025,0.9888388537920809,0,False,0
2014,D3,400H,Women,64.24539999999998,0.9945246915204696,0,False,0
2015,D3,400H,Women,63.8305,0.9881020014210723,0,False,0
2016,D3,400H,Women,63.82730000000003,0.9880524651272234,0,False,0
2017,D3,400H,Women,63.614399999999975,0.9847567535770617,0,False,0
2018,D3,400H,Women,63.56279999999999,0.9839579808387421,0,False,0
2019,D3,400H,Women,63.935199999999995,0.9897227670354538,0,False,0
2021,D3,400H,Women,65.40800000000002,1.0125218462795922,0,True,0
2010,D3,4x100,Men,42.416199999999996,1.0,0,False,0
2011,D3,4x100,Men,42.141399999999976,0.9935213432603576,0,False,0
2012,D3,4x100,Men,42.0225,0.9907181690014665,0,False,0
2013,D3,4x100,Men,42.0356,0.9910270132638003,0,False,0
2014,D3,4x100,Men,41.96989999999999,0.9894780767725537,0,False,0
2015,D3,4x100,Men,41.81629999999998,0.9858568188569458,0,False,0
2016,D3,4x100,Men,41.86510000000002,0.9870073226738846,0,False,0
2017,D3,4x100,Men,41.79469999999999,0.9853475794625637,0,False,0
2018,D3,4x100,Men,41.82369999999999,0.9860312805013177,0,False,0
2019,D3,4x100,Men,41.716199999999986,0.98349687147835,0,False,0
2021,D3,4x100,Men,41.9743,0.9895818107232615,0,True,0
2010,D3,4x100,Women,49.32919999999999,1.0,0,False,0
2011,D3,4x100,Women,48.60099999999998,0.9852379523689819,0,False,0
2012,D3,4x100,Women,48.3554,0.9802591568482767,0,False,0
2013,D3,4x100,Women,48.5965,0.9851467285096861,0,False,0
2014,D3,4x100,Women,48.411900000000024,0.9814045230816643,0,False,0
2015,D3,4x100,Women,48.3345,0.979835472701767,0,False,0
2016,D3,4x100,Women,48.2751,0.9786313177590557,0,False,0
2017,D3,4x100,Women,48.19120000000001,0.9769304995823977,0,False,0
2018,D3,4x100,Women,48.1778,0.9766588552013818,0,False,0
2019,D3,4x100,Women,48.268799999999985,0.9785036043560404,0,False,0
2021,D3,4x100,Women,48.51739999999999,0.9835432157829439,0,True,0
2010,D3,4x400,Men,199.76069999999996,1.0,0,False,0
2011,D3,4x400,Men,197.65970000000007,0.9894824157103981,0,False,0
2012,D3,4x400,Men,196.72439999999995,0.9848003135751927,0,False,0
2013,D3,4x400,Men,197.21690000000007,0.9872657634860116,0,False,0
2014,D3,4x400,Men,197.20090000000008,0.9871856676513454,0,False,0
2015,D3,4x400,Men,196.8861,0.985609782104288,0,False,0
2016,D3,4x400,Men,196.9219,0.9857889965343535,0,False,0
2017,D3,4x400,Men,196.91719999999998,0.9857654683829202,0,False,0
2018,D3,4x400,Men,197.18089999999992,0.987085547858012,0,False,0
2019,D3,4x400,Men,197.4075,0.9882199051164721,0,False,0
2021,D3,4x400,Men,199.07010000000002,0.9965428635362215,0,True,0
2010,D3,4x400,Women,240.14829999999992,1.0,0,False,0
2011,D3,4x400,Women,235.6947,0.9814547927259951,0,False,0
2012,D3,4x400,Women,234.22509999999994,0.9753352407658102,0,False,0
2013,D3,4x400,Women,235.63270000000003,0.9811966189225578,0,False,0
2014,D3,4x400,Women,234.53910000000013,0.9766427661574127,0,False,0
2015,D3,4x400,Women,234.00840000000008,0.9744328816818614,0,False,0
2016,D3,4x400,Women,234.66249999999994,0.9771566153081243,0,False,0
2017,D3,4x400,Women,234.40480000000002,0.9760835283864183,0,False,0
2018,D3,4x400,Women,236.81530000000004,0.9861210760184441,0,False,0
2019,D3,4x400,Women,235.57680000000008,0.9809638460901041,0,False,0
2021,D3,4x400,Women,237.92789999999997,0.990754046562062,0,True,0
2010,D3,5000,Men,889.357,1.0,1,False,0
2011,D3,5000,Men,886.9648000000004,0.9973101915203911,1,False,0
2012,D3,5000,Men,881.9731999999999,0.9916975972528467,1,False,0
2013,D3,5000,Men,882.1030999999998,0.9918436578336931,1,False,0
2014,D3,5000,Men,880.9158000000003,0.9905086483830456,1,False,0
2015,D3,5000,Men,884.3965999999997,0.9944224872576476,1,False,0
2016,D3,5000,Men,880.8550000000005,0.9904402843852362,1,False,0
2017,D3,5000,Men,881.9784000000001,0.9917034441737121,1,False,0
2018,D3,5000,Men,881.9372000000003,0.9916571185699334,1,False,0
2019,D3,5000,Men,880.4658999999999,0.9900027772874109,1,False,0
2021,D3,5000,Men,883.8179999999996,0.9937719048705972,1,True,1
2010,D3,5000,Women,1059.0580000000002,1.0,1,False,0
2011,D3,5000,Women,1056.9666,0.9980252261915775,1,False,0
2012,D3,5000,Women,1048.6096999999997,0.9901343458054228,1,False,0
2013,D3,5000,Women,1048.7539000000002,0.9902705045427163,1,False,0
2014,D3,5000,Women,1044.3435,0.986106048960491,1,False,0
2015,D3,5000,Women,1052.3625000000002,0.9936778722222956,1,False,0
2016,D3,5000,Women,1045.3049,0.9870138368248008,1,False,0
2017,D3,5000,Women,1045.3796000000004,0.9870843712053544,1,False,0
2018,D3,5000,Women,1042.9412000000002,0.984781947730908,1,False,0
2019,D3,5000,Women,1050.2722000000003,0.9917041370727572,1,False,0
2021,D3,5000,Women,1061.4664,1.002274096413983,1,True,1
2010,D3,800,Men,113.41180000000006,1.0,1,False,0
2011,D3,800,Men,113.24239999999998,0.9985063282656648,1,False,0
2012,D3,800,Men,112.89189999999996,0.9954158209286856,1,False,0
2013,D3,800,Men,113.212,0.9982382785565519,1,False,0
2014,D3,800,Men,112.75400000000002,0.9941998980705709,1,False,0
2015,D3,800,Men,112.76809999999999,0.9943242237580211,1,False,0
2016,D3,800,Men,112.47189999999999,0.9917125025790962,1,False,0
2017,D3,800,Men,112.87049999999999,0.9952271280413496,1,False,0
2018,D3,800,Men,113.12509999999992,0.9974720443551717,1,False,0
2019,D3,800,Men,113.29540000000004,0.9989736517716851,1,False,0
2021,D3,800,Men,113.21490000000001,0.9982638490880134,1,True,1
2010,D3,800,Women,134.7257000000001,1.0,1,False,0
2011,D3,800,Women,134.9842,1.0019187133560996,1,False,0
2012,D3,800,Women,134.3526,0.997230669426842,1,False,0
2013,D3,800,Women,134.52209999999997,0.9984887812792946,1,False,0
2014,D3,800,Women,134.60209999999998,0.9990825803836972,1,False,0
2015,D3,800,Women,133.69090000000003,0.9923192085845531,1,False,0
2016,D3,800,Women,133.7330000000001,0.9926316953632454,1,False,0
2017,D3,800,Women,134.2192,0.9962405094202509,1,False,0
2018,D3,800,Women,134.5749,0.9988806886882007,1,False,0
2019,D3,800,Women,135.0592,1.0024754000164773,1,False,0
2021,D3,800,Women,135.4539,1.005405056347823,1,True,1
